applicant_id,name,name_first,name_last,address_full,state,zip_code,dob,age,fico,loan_to_value,gender,occupation,loan_term,rate_type,denied
10163,Patrick Simpson,Patrick,Simpson,"922 Daniels Circles
West Mary, MO 71190",MO,71190,1959-08-10,63,344.0,90.1,male,salesman,30,FIXED,1
10164,Cindy Evans,Cindy,Evans,"95811 Pierce Ridge
East Maryland, TN 29956",TN,29956,1966-06-18,56,791.0,54.24,female,salesman,30,FIXED,0
10165,Sabrina Graham,Sabrina,Graham,"880 Christopher Parks Apt. 020
East Teresa, TN 37709",TN,37709,1983-09-30,39,356.0,83.88,female,teacher,30,FIXED,1
10166,Joseph Weaver,Joseph,Weaver,"7638 Thomas Hills
South Whitney, WY 18544",WY,18544,1960-06-11,62,330.0,77.64,male,contractor,30,FIXED,1
10167,Ryan Chen,Ryan,Chen,"6170 Martinez Spring
South Brianland, SD 94947",SD,94947,1990-12-18,32,804.0,25.37,male,fireman,30,FIXED,0
10168,Anthony Cox,Anthony,Cox,"2257 James Ville Apt. 456
Lake Lisaside, MD 62751",MD,62751,1989-08-19,33,792.0,24.15,male,mechanic,30,FIXED,0
10169,Christopher Sampson DDS,Christopher,Sampson,"3867 Thompson Lake Apt. 646
Lake Rebeccaberg, MI 82754",MI,82754,2001-11-19,21,458.0,63.25,male,salesman,30,FIXED,1
10170,Brian Jones,Brian,Jones,"Unit 9602 Box 6420
DPO AA 46321",AA,46321,1995-07-29,27,802.0,21.68,male,student,15,FIXED,0
10171,Julia Martinez,Julia,Martinez,"320 Roy Green
Lake Misty, PA 87648",PA,87648,1955-12-12,67,790.0,18.16,female,retired,15,FIXED,0
10172,Michael Young,Michael,Young,"032 Wilson Avenue Apt. 135
Port Eric, AL 70818",AL,70818,1991-01-23,32,579.0,63.74,male,salesman,30,FIXED,0
10173,Courtney Newman,Courtney,Newman,"519 Griffith Light
South Stephanie, NJ 89819",NJ,89819,2000-02-12,23,637.0,64.91,female,stockbroker,15,FIXED,0
10174,Holly Nguyen,Holly,Nguyen,"719 Brown Village Suite 284
Cookland, MT 94956",MT,94956,1959-01-10,64,488.0,82.13,female,stockbroker,30,FIXED,1
10175,Shirley Bowers,Shirley,Bowers,"USCGC Martinez
FPO AA 18300",AA,18300,1990-12-04,32,345.0,86.62,female,doctor,30,FIXED,1
10176,Jason Mitchell,Jason,Mitchell,"87549 Clark Garden Apt. 696
Hartfurt, IL 37472",IL,37472,1953-08-19,69,784.0,22.64,male,student,30,FIXED,0
10177,Aaron Hill,Aaron,Hill,"3094 Espinoza Spur Suite 900
Mckayside, IN 06614",IN,06614,1983-06-11,39,525.0,55.41,male,fireman,30,FIXED,1
10178,Matthew Mays,Matthew,Mays,"149 Sylvia Branch
South Bryan, SC 70958",SC,70958,1950-10-08,72,340.0,72.91,male,salesman,30,FIXED,1
10179,Shelley Robinson,Shelley,Robinson,"348 Hall Branch
Michelleberg, DC 39505",DC,39505,1984-07-28,38,781.0,39.41,female,nurse,30,FIXED,1
10180,Olivia Gordon,Olivia,Gordon,"5652 Brittany Islands Suite 007
Theresashire, CA 86821",CA,86821,1986-03-30,37,744.0,60.68,female,nurse,30,FIXED,1
10181,Jordan Hernandez,Jordan,Hernandez,"0322 William Station
Campbellbury, TN 82894",TN,82894,1983-09-27,39,687.0,50.83,male,plumber,30,FIXED,0
10182,Mr. Matthew Black MD,Matthew,Black,"07196 Hull Land
Peterberg, DE 81864",DE,81864,2002-08-31,20,351.0,76.46,male,doctor,30,FIXED,1
10183,Scott Nguyen,Scott,Nguyen,"09818 Rodriguez Lodge Apt. 778
Benjaminview, NY 87760",NY,87760,1981-08-24,41,796.0,12.79,male,retired,30,FIXED,0
10184,David Allen,David,Allen,"50131 Cunningham Manor Apt. 467
West Rebecca, RI 36090",RI,36090,1987-11-10,35,581.0,49.29,male,teacher,30,FIXED,0
10185,Julie Johnston,Julie,Johnston,"82067 Matthew Glens Apt. 865
Courtneyfort, NY 11981",NY,11981,1974-12-04,48,787.0,38.38,female,doctor,15,FIXED,0
10186,Mr. John Garcia,John,Garcia,"189 Wolfe Cape Apt. 534
Lake Jasonmouth, ID 64354",ID,64354,1951-06-20,71,357.0,94.19,male,salesman,30,FIXED,1
10187,Cole White,Cole,White,"34469 Lang Vista Apt. 885
New Hannahborough, VT 53829",VT,53829,1984-02-25,39,819.0,45.94,male,mechanic,30,FIXED,0
10188,Jeffrey Lopez,Jeffrey,Lopez,"596 Jones Mall Suite 396
South Michaelberg, VA 62328",VA,62328,1991-03-23,32,785.0,9.36,male,retired,30,FIXED,0
10189,Olivia Williams,Olivia,Williams,"8129 Mills Forge Apt. 142
West Jennifermouth, GU 09130",GU,09130,1964-06-29,58,758.0,46.47,female,librarian,30,FIXED,0
10190,Christina Davis,Christina,Davis,"732 Marshall Course Suite 781
Kellystad, CO 57385",CO,57385,1990-09-08,32,743.0,48.49,female,contractor,30,FIXED,0
10191,Maria Gutierrez,Maria,Gutierrez,"35847 David Alley Suite 938
South Jennifer, AR 64610",AR,64610,1968-10-12,54,802.0,26.07,female,accountant,30,FIXED,0
10192,Devon Velazquez,Devon,Velazquez,"9869 Gill Bypass Apt. 614
Cummingsberg, WV 21247",WV,21247,1957-07-24,65,612.0,64.81,male,quantitative researcher,30,FIXED,0
10193,Christopher Alexander,Christopher,Alexander,"551 Diane Stream
North David, ID 02506",ID,02506,1988-11-13,34,732.0,49.8,male,salesman,30,FIXED,0
10194,Jonathan Ramirez,Jonathan,Ramirez,"9167 Lucas Overpass
North Davidfurt, OH 78549",OH,78549,1970-10-18,52,697.0,62.94,male,electrician,30,FIXED,0
10195,Matthew Short,Matthew,Short,"9238 Jessica Corners Apt. 625
Lake William, GU 74466",GU,74466,1960-02-24,63,466.0,76.09,male,contractor,30,FIXED,1
10196,Kevin Newman,Kevin,Newman,"23695 Stanley Garden
Lake Kristy, MO 77002",MO,77002,1978-11-05,44,360.0,85.12,male,mechanic,30,FIXED,1
10197,Michele Austin,Michele,Austin,"5357 Timothy Plains Apt. 269
Powellland, ID 68228",ID,68228,1994-10-30,28,503.0,73.08,female,salesman,30,FIXED,1
10198,Thomas Crosby,Thomas,Crosby,"1371 Wilson Bridge Apt. 102
Blackshire, TN 62662",TN,62662,1964-08-04,58,817.0,55.8,male,salesman,15,FIXED,0
10199,Robert Smith,Robert,Smith,"539 Ricky Villages Suite 994
West Paulside, AR 72683",AR,72683,1991-06-05,31,808.0,0.46,male,retired,30,FIXED,0
10200,Clifford Foster,Clifford,Foster,"PSC 1207, Box 5200
APO AA 74136",AA,74136,1984-12-11,38,576.0,65.07,male,librarian,30,FIXED,1
10201,Brandon Bowers,Brandon,Bowers,"901 Cook Lock
Stephenshaven, RI 49617",RI,49617,1976-10-06,46,814.0,20.6,male,electrician,30,FIXED,1
10202,Rachel Terry,Rachel,Terry,"8441 Andrew Freeway
South Gregshire, MP 65523",MP,65523,1986-12-19,36,661.0,52.97,female,librarian,15,FIXED,0
10203,Alexander Hill,Alexander,Hill,"81658 Cooper Ports
South Amandaport, MD 55526",MD,55526,1988-05-28,34,771.0,50.89,male,plumber,30,FIXED,0
10204,Kenneth Palmer,Kenneth,Palmer,"USCGC Ramirez
FPO AP 57696",AP,57696,1998-05-06,24,798.0,38.08,male,salesman,30,FIXED,0
10205,Daniel Yoder,Daniel,Yoder,"USNV Martin
FPO AP 20756",AP,20756,1957-12-25,65,353.0,83.91,male,librarian,30,FIXED,1
10206,Christine Stone,Christine,Stone,"135 Tommy Branch Apt. 472
New Todd, OR 46380",OR,46380,1992-02-23,31,810.0,38.59,female,retired,30,FIXED,0
10207,Nicole Rios,Nicole,Rios,"657 Leslie Spring Suite 033
West Erin, MI 10430",MI,10430,1959-10-09,63,348.0,75.25,female,salesman,30,FIXED,1
10208,Debbie Martinez,Debbie,Martinez,"50433 Saunders Squares
North Jay, RI 07093",RI,07093,1963-06-23,59,414.0,72.62,female,software developer,30,FIXED,1
10209,Sheri Cunningham,Sheri,Cunningham,"PSC 2187, Box 2386
APO AA 64129",AA,64129,1956-02-22,67,791.0,43.26,female,teacher,15,FIXED,0
10210,Nicole Sweeney,Nicole,Sweeney,"68720 William Coves Suite 825
Matthewton, DE 30942",DE,30942,1996-02-18,27,692.0,36.84,female,mechanic,30,FIXED,0
10211,Daniel Smith,Daniel,Smith,"954 Dawn Glen Suite 665
New Alison, MT 74424",MT,74424,1996-05-31,26,797.0,50.67,male,mechanic,30,FIXED,0
10212,Lisa Walls,Lisa,Walls,"40328 Lynn Station Suite 844
Michaelview, MT 61726",MT,61726,1978-12-11,44,336.0,83.85,female,salesman,30,FIXED,1
10213,Kelly Gilbert,Kelly,Gilbert,"726 Robin Mountain Suite 934
Connorland, IA 62389",IA,62389,1995-11-24,27,364.0,53.28,female,stockbroker,30,FIXED,1
10214,Mario York,Mario,York,"78360 Jonathan Vista
Port Ruben, NE 97039",NE,97039,2001-02-01,22,437.0,71.35,male,salesman,30,FIXED,1
10215,Daniel Blair,Daniel,Blair,"51764 April Park Suite 509
Maddoxbury, NJ 25314",NJ,25314,1974-06-02,48,338.0,86.25,male,data scientist,30,FIXED,1
10216,John Rivers,John,Rivers,"01981 Alicia Station
Martinton, CT 82636",CT,82636,1975-05-11,47,334.0,70.96,male,lawyer,30,FIXED,1
10217,William Jones,William,Jones,"466 Anna Unions Apt. 386
Baldwinfurt, FL 96965",FL,96965,1986-08-16,36,729.0,61.42,male,salesman,15,FIXED,0
10218,Matthew Lewis,Matthew,Lewis,"267 Fisher Camp
New Brian, IN 24875",IN,24875,1960-03-28,63,442.0,72.62,male,stockbroker,30,FIXED,1
10219,Max Walker,Max,Walker,"920 Robert Land Apt. 500
New Natalieside, MH 31052",MH,31052,1977-11-21,45,769.0,41.82,male,fireman,30,FIXED,0
10220,Angel Robinson,Angel,Robinson,"252 Diane Villages Apt. 153
West James, IN 89698",IN,89698,1985-01-02,38,347.0,81.92,male,student,30,FIXED,1
10221,Toni Mooney,Toni,Mooney,"22284 Wood Island Suite 572
North Sandraview, NJ 41059",NJ,41059,1969-01-24,54,780.0,31.05,male,salesman,30,FIXED,0
10222,Stephen Trujillo,Stephen,Trujillo,"795 Dawn Locks Apt. 400
Tylerbury, PR 77473",PR,77473,1976-03-06,47,355.0,87.76,male,teacher,30,FIXED,1
10223,Kevin Rodriguez,Kevin,Rodriguez,"25647 Powell Cove Apt. 274
New Alexis, RI 87563",RI,87563,1965-10-31,57,416.0,78.45,male,librarian,30,FIXED,1
10224,Ms. Tiffany Diaz PhD,Tiffany,Diaz,"3353 Lawrence Passage
New Jacob, ID 28691",ID,28691,1966-10-14,56,454.0,75.16,female,librarian,30,FIXED,1
10225,Alan Hamilton,Alan,Hamilton,"03183 Edward Pine Suite 050
Lake Erictown, GA 04995",GA,04995,1990-10-21,32,819.0,27.03,male,doctor,30,FIXED,0
10226,David Berger,David,Berger,"930 Knight Haven Suite 162
Rileyborough, NE 99432",NE,99432,1971-10-30,51,804.0,45.11,male,doctor,30,FIXED,0
10227,Jasmin Walker,Jasmin,Walker,"4120 Williams Lakes
Davidton, MN 83807",MN,83807,1954-12-26,68,496.0,69.33,female,nurse,30,FIXED,1
10228,Sara White,Sara,White,"517 Hartman Mission Suite 656
East Jeffreyfurt, CO 96542",CO,96542,1953-09-13,69,823.0,37.33,female,retired,30,FIXED,0
10229,Timothy Potts,Timothy,Potts,"817 Sherri Village
Lake Juanmouth, VI 44904",VI,44904,1962-09-20,60,680.0,48.08,male,stockbroker,30,FIXED,0
10230,Sheri Myers,Sheri,Myers,"795 Murphy Estates Apt. 432
Port Gordon, MH 19536",MH,19536,1998-12-08,24,740.0,42.45,female,contractor,30,FIXED,0
10231,Michael Taylor,Michael,Taylor,"0263 Abigail Island
Leeview, TN 45284",TN,45284,1964-06-25,58,643.0,61.87,male,salesman,30,FIXED,0
10232,Kimberly Garcia,Kimberly,Garcia,"80717 Melissa Trail Apt. 073
Whitefurt, MI 62706",MI,62706,1960-01-30,63,608.0,48.92,female,stockbroker,30,FIXED,0
10233,Nicholas Brown,Nicholas,Brown,"8475 Thomas Circles Suite 037
North Ianland, MA 33891",MA,33891,1951-09-14,71,800.0,25.97,male,electrician,15,FIXED,0
10234,Jeffrey Ramsey,Jeffrey,Ramsey,"7969 Thomas Place Suite 388
East Pamela, RI 28592",RI,28592,1965-08-09,57,796.0,50.49,male,software developer,30,FIXED,0
10235,Joe Miller,Joe,Miller,"70778 Tyler Crossroad
Harperfort, MO 63805",MO,63805,1980-03-10,43,731.0,43.09,male,dentist,30,FIXED,0
10236,Daniel Jenkins,Daniel,Jenkins,"8621 Jimmy Circle
East Josephside, NJ 10450",NJ,10450,1971-08-23,51,659.0,59.89,male,electrician,30,FIXED,0
10237,Vanessa King,Vanessa,King,"3383 Norris Meadow Apt. 347
Rivasburgh, TX 05012",TX,05012,1978-06-26,44,805.0,31.86,female,stockbroker,30,FIXED,0
10238,Jennifer Neal,Jennifer,Neal,"PSC 2527, Box 8624
APO AP 38200",AP,38200,1993-02-08,30,634.0,51.82,female,software developer,30,FIXED,0
10239,Timothy Smith,Timothy,Smith,"59603 Mccann Estates Suite 301
North Devinton, MS 02849",MS,02849,1997-06-18,25,377.0,76.94,male,salesman,30,FIXED,1
10240,Barbara George,Barbara,George,"2922 Cynthia Harbors
Reynoldsland, UT 55596",UT,55596,1979-12-30,43,355.0,89.49,female,nurse,30,FIXED,1
10241,John Flores,John,Flores,"8957 Mary Spurs
Delgadoborough, GU 02427",GU,02427,1978-04-24,45,431.0,77.8,male,electrician,30,FIXED,1
10242,Megan Jackson,Megan,Jackson,"473 Lauren Parkway Suite 417
New Melissa, ME 24781",ME,24781,1990-05-04,32,345.0,86.71,female,student,30,FIXED,1
10243,Paul Gray,Paul,Gray,"44294 Davis Spurs Apt. 012
Pettybury, KY 31331",KY,31331,1989-10-14,33,420.0,73.1,male,quantitative researcher,30,FIXED,1
10244,Jerry Harrison,Jerry,Harrison,"97137 Jones Highway Suite 766
North Nicholas, OH 41438",OH,41438,1987-01-03,36,648.0,49.89,male,teacher,30,FIXED,0
10245,Charlene Castillo,Charlene,Castillo,"850 West Lake
Port Jamiefort, MO 18448",MO,18448,1980-02-01,43,711.0,57.71,female,lawyer,30,FIXED,0
10246,Maria Cantu,Maria,Cantu,"USNV Rodriguez
FPO AE 39962",AE,39962,1964-07-24,58,747.0,54.48,female,teacher,30,FIXED,0
10247,Carlos Steele,Carlos,Steele,"10337 Whitney Cove
Port Bryanmouth, MD 35616",MD,35616,1998-09-14,24,692.0,51.44,male,salesman,30,FIXED,1
10248,Kimberly Wang,Kimberly,Wang,"USNS Roberts
FPO AA 52543",AA,52543,1954-08-08,68,407.0,78.5,female,librarian,30,FIXED,1
10249,Brittany Norton,Brittany,Norton,"8526 Cheyenne Branch
Lake Brianna, KS 53351",KS,53351,1971-09-20,51,344.0,80.08,female,lawyer,30,FIXED,1
10250,Mary Lee,Mary,Lee,"132 Walton Bridge
Huynhville, ME 55881",ME,55881,1961-05-20,61,807.0,32.27,female,software developer,30,FIXED,0
10251,Anna Leon,Anna,Leon,"7881 Johnson Orchard
Port Stephenshire, MS 97550",MS,97550,1966-08-09,56,339.0,83.74,female,dentist,30,FIXED,1
10252,Gina Gibson,Gina,Gibson,"60307 Todd Bridge Suite 169
Adriennefurt, AK 17718",AK,17718,1964-07-03,58,671.0,54.67,female,fireman,30,FIXED,0
10253,Sharon Acevedo,Sharon,Acevedo,"PSC 6666, Box 7143
APO AE 79263",AE,79263,1960-09-07,62,349.0,84.67,female,teacher,30,FIXED,1
10254,Brenda Cox,Brenda,Cox,"89521 Melissa Corner Suite 473
Farmermouth, TX 93717",TX,93717,1995-05-19,27,380.0,83.25,female,mechanic,30,FIXED,1
10255,Katie Patel,Katie,Patel,"7992 Schneider Courts
Reginaland, PW 41414",PW,41414,2000-03-23,23,434.0,63.43,female,student,30,FIXED,1
10256,Aaron Love,Aaron,Love,"67602 Gonzalez Views
Port Lindseyland, TN 74966",TN,74966,1965-05-19,57,786.0,21.97,male,mechanic,30,FIXED,0
10257,Grace Riley,Grace,Riley,"Unit 3942 Box 4399
DPO AP 81821",AP,81821,1997-11-20,25,552.0,56.38,female,nurse,15,FIXED,1
10258,Connor Brown,Connor,Brown,"7249 Blair Shore
Masonmouth, MS 38347",MS,38347,1992-04-16,31,792.0,34.57,male,plumber,30,FIXED,0
10259,Ms. Kelly Miller,Kelly,Miller,"88918 Angela Prairie Apt. 801
Juliaview, OR 73337",OR,73337,1988-05-01,34,593.0,63.22,female,fireman,15,FIXED,0
10260,Jeffrey Thompson,Jeffrey,Thompson,"71524 Castillo Loaf Suite 829
Williamschester, WY 04510",WY,04510,1985-05-29,37,592.0,73.66,male,salesman,30,FIXED,0
10261,Darryl King,Darryl,King,"8122 Oliver Villages
North Timberg, IN 56695",IN,56695,1998-04-05,25,624.0,75.95,male,mechanic,30,FIXED,0
10262,Javier Sullivan,Javier,Sullivan,"0058 Johnson Expressway
East Kristinland, PA 46315",PA,46315,1987-06-08,35,800.0,32.57,male,accountant,15,FIXED,0
10263,Jeffrey Shah,Jeffrey,Shah,"69694 Vargas Burg Suite 928
East Joel, ND 79233",ND,79233,1991-02-05,32,355.0,84.76,male,contractor,30,FIXED,1
10264,Jonathan Ramirez,Jonathan,Ramirez,"5880 Kelly Locks
Shirleyview, TX 07543",TX,07543,1992-01-12,31,331.0,85.6,male,student,30,FIXED,1
10265,Eric Turner,Eric,Turner,"5426 Amanda Shoal Suite 692
Hartside, AR 41338",AR,41338,1955-03-13,68,803.0,38.38,male,mason,30,FIXED,0
10266,Ashley Horn,Ashley,Horn,"963 Gonzales Burgs Suite 964
New Lisa, RI 16289",RI,16289,1973-07-11,49,364.0,64.77,female,student,30,FIXED,1
10267,Jim Contreras II,Jim,Contreras,"68157 Justin Isle
Hernandezhaven, OR 02726",OR,02726,1977-02-22,46,661.0,43.92,male,mechanic,30,FIXED,0
10268,Jacqueline Bennett,Jacqueline,Bennett,"88357 Gonzalez Terrace Apt. 868
Rachelmouth, MT 86655",MT,86655,1998-10-15,24,792.0,21.31,female,software developer,30,FIXED,0
10269,Joseph Davis,Joseph,Davis,"2253 Thompson Trail
Port Melissahaven, MN 86873",MN,86873,1981-07-24,41,794.0,29.48,male,student,30,FIXED,0
10270,Holly Cohen,Holly,Cohen,"3085 Hernandez Harbors
Stewartbury, WA 63421",WA,63421,1987-06-06,35,464.0,59.19,female,dentist,30,FIXED,1
10271,Laura Williams,Laura,Williams,"1955 Pennington Fields Apt. 745
Scottville, NC 53548",NC,53548,1994-10-06,28,720.0,52.36,female,mechanic,30,FIXED,0
10272,Zachary Hernandez,Zachary,Hernandez,"473 Brianna Island
Ewingfurt, DC 94881",DC,94881,2002-03-27,21,335.0,82.64,male,accountant,30,FIXED,1
10273,Tamara West,Tamara,West,"PSC 4008, Box 0867
APO AE 49878",AE,49878,1985-12-09,37,525.0,69.89,female,nurse,30,FIXED,1
10274,Gina Green,Gina,Green,"850 Tiffany Springs Suite 466
Silvaberg, PW 83376",PW,83376,2002-01-02,21,776.0,39.39,female,lawyer,30,FIXED,0
10275,Hunter Mullins,Hunter,Mullins,"2083 Walker Falls
North Christineport, MN 18976",MN,18976,1986-04-06,37,811.0,31.87,male,plumber,30,FIXED,0
10276,Joann Brown,Joann,Brown,"31864 Nancy Squares
Morgantown, DC 12983",DC,12983,1999-04-14,24,355.0,88.6,female,mechanic,30,FIXED,1
10277,Angela Williams,Angela,Williams,"6115 John Hollow
Scottshire, WV 16170",WV,16170,1994-12-01,28,378.0,90.13,female,accountant,30,FIXED,1
10278,Thomas Williams,Thomas,Williams,"654 Teresa Crossing Suite 157
Port Laurenside, ID 03056",ID,03056,1980-02-24,43,337.0,74.38,male,doctor,15,FIXED,1
10279,Meredith Mclaughlin,Meredith,Mclaughlin,"211 Wesley Ports
West Jamesville, MH 39693",MH,39693,1958-10-06,64,765.0,44.73,female,salesman,30,FIXED,0
10280,Justin Davis,Justin,Davis,"70540 Daniel Coves Apt. 092
Lake Anthony, SC 31615",SC,31615,2000-08-18,22,508.0,71.74,male,fireman,30,FIXED,1
10281,Tamara Cole,Tamara,Cole,"31550 Lauren Lock Apt. 330
South Jennifer, HI 67888",HI,67888,1969-09-01,53,648.0,38.45,female,stockbroker,30,FIXED,0
10282,Amy Berry,Amy,Berry,"694 Michael Glen Suite 588
South Kenneth, ME 46715",ME,46715,1990-02-09,33,789.0,26.59,female,student,30,FIXED,0
10283,Jennifer Li,Jennifer,Li,"641 Pittman Canyon
Justinchester, SD 45548",SD,45548,1982-05-04,40,794.0,38.39,female,teacher,30,FIXED,0
10284,Christine Lopez,Christine,Lopez,"26481 Hill Bridge Apt. 684
Millerstad, NH 10346",NH,10346,1982-12-28,40,585.0,49.94,female,doctor,30,FIXED,0
10285,Mr. Kenneth Moran,Kenneth,Moran,"5068 Leslie Corners
Martinbury, AS 46999",AS,46999,1969-12-09,53,795.0,34.24,male,plumber,30,FIXED,0
10286,Jonathan Hess,Jonathan,Hess,"90989 Alex Ports Apt. 480
Lake Daniel, PW 77973",PW,77973,1986-01-08,37,599.0,63.81,male,software developer,30,FIXED,0
10287,Marcus Rodriguez,Marcus,Rodriguez,"452 David Brook
New Cynthia, IN 76275",IN,76275,1973-11-20,49,790.0,27.34,male,salesman,30,FIXED,0
10288,Sarah Pruitt,Sarah,Pruitt,"PSC 8794, Box 4492
APO AE 30545",AE,30545,1970-10-07,52,540.0,59.67,female,doctor,30,FIXED,1
10289,David Bradley,David,Bradley,"0503 Young Mission Apt. 940
Jonesbury, AL 05292",AL,05292,1992-03-16,31,414.0,90.63,male,librarian,30,FIXED,1
10290,Amanda Turner,Amanda,Turner,"004 Ryan Forges
New Savannahton, MD 93325",MD,93325,1975-10-12,47,520.0,76.3,female,mechanic,30,FIXED,1
10291,Victoria Turner,Victoria,Turner,"USNV Montes
FPO AA 41995",AA,41995,1986-09-14,36,703.0,40.58,female,plumber,30,FIXED,0
10292,April Fields,April,Fields,"27147 Robert Unions Apt. 989
Lake Jonathan, ME 42435",ME,42435,1963-12-22,59,809.0,36.67,female,doctor,30,FIXED,0
10293,Benjamin Hutchinson,Benjamin,Hutchinson,"7259 Joseph Ports
New Tylerland, AZ 33015",AZ,33015,1977-02-01,46,530.0,63.68,male,fireman,30,FIXED,1
10294,Joshua Ross,Joshua,Ross,"26915 Anderson Track
Port Deniseshire, DC 16671",DC,16671,1994-05-07,28,450.0,61.91,male,student,30,FIXED,1
10295,John Wilkinson,John,Wilkinson,"7579 Mia Mission
Englishfurt, WI 02537",WI,02537,1990-04-30,32,455.0,79.88,male,electrician,30,FIXED,1
10296,Nicole Brown,Nicole,Brown,"3096 Matthew Roads
New Jennifer, PR 64602",PR,64602,1991-09-08,31,769.0,44.01,female,software developer,30,FIXED,1
10297,Kenneth Davis,Kenneth,Davis,"79508 Gerald View
Brockside, GA 01934",GA,01934,1965-04-06,58,706.0,38.69,male,salesman,30,FIXED,0
10298,Alyssa Bailey,Alyssa,Bailey,"0691 Brian Brook
Derrickstad, PR 81007",PR,81007,1966-05-22,56,704.0,55.11,female,accountant,30,FIXED,0
10299,Candice Davis,Candice,Davis,"0827 Lopez Road
East Christy, UT 82266",UT,82266,1983-12-07,39,603.0,59.8,female,accountant,30,FIXED,0
10300,Phillip Murphy,Phillip,Murphy,"PSC 5616, Box 0474
APO AP 02296",AP,02296,1964-11-07,58,350.0,89.91,male,doctor,30,FIXED,1
10301,Patricia Parsons,Patricia,Parsons,"74554 Jaclyn Knolls Apt. 693
Port Amandamouth, UT 89397",UT,89397,1967-05-02,55,571.0,61.76,female,contractor,30,FIXED,0
10302,Lisa Fitzgerald,Lisa,Fitzgerald,"6160 Bond Orchard
Johnsonland, MO 78161",MO,78161,2001-03-20,22,328.0,93.76,female,nurse,30,FIXED,1
10303,Deborah Medina,Deborah,Medina,"9903 Ashley Street
Lake Brent, AR 31429",AR,31429,2000-03-05,23,650.0,49.32,female,librarian,30,FIXED,0
10304,Dawn Medina,Dawn,Medina,"755 Jones Point
Longchester, OR 24378",OR,24378,1962-08-11,60,793.0,3.9,female,retired,30,FIXED,0
10305,Jordan Meadows,Jordan,Meadows,"57047 John Locks Apt. 704
Cantumouth, GU 02088",GU,02088,1993-01-07,30,589.0,65.38,male,salesman,30,FIXED,0
10306,Johnny Thompson,Johnny,Thompson,"6874 Hill Locks
Hernandezland, MH 89739",MH,89739,1957-10-24,65,672.0,49.54,male,data scientist,30,FIXED,0
10307,Mrs. Amanda Hartman,Amanda,Hartman,"6621 Alan Way Apt. 865
Larryborough, OK 87766",OK,87766,1959-01-03,64,424.0,71.27,female,teacher,30,FIXED,1
10308,Angela Klein,Angela,Klein,"164 Todd Summit Suite 246
East Nathaniel, AL 31570",AL,31570,1961-09-23,61,573.0,62.09,female,teacher,30,FIXED,0
10309,Cameron Taylor,Cameron,Taylor,"USCGC Hamilton
FPO AP 39024",AP,39024,1995-07-27,27,455.0,54.75,male,software developer,30,FIXED,1
10310,Dana Ortega,Dana,Ortega,"7331 Hansen Station
Francisberg, NE 54106",NE,54106,1961-03-18,62,391.0,65.45,female,nurse,30,FIXED,1
10311,Jeremy Schroeder,Jeremy,Schroeder,"PSC 1781, Box 7765
APO AE 89226",AE,89226,2003-01-12,20,804.0,24.62,male,salesman,15,FIXED,0
10312,Haley Bass,Haley,Bass,"42680 Rose Squares Apt. 488
Port Matthew, IA 02912",IA,02912,1985-12-15,37,801.0,28.6,female,student,30,FIXED,0
10313,Andrew Hale,Andrew,Hale,"78103 Frazier Crescent
Juarezmouth, AR 49800",AR,49800,1963-08-30,59,792.0,22.1,male,plumber,30,FIXED,0
10314,Jon Rocha,Jon,Rocha,"560 Pineda Parkways Apt. 687
West Jackson, GU 22017",GU,22017,1956-03-28,67,424.0,79.32,male,software developer,30,FIXED,1
10315,Jillian Long,Jillian,Long,"338 Robert Forks Apt. 220
Jamesmouth, MT 80268",MT,80268,1999-04-27,23,359.0,79.28,female,salesman,30,FIXED,1
10316,Susan Mitchell,Susan,Mitchell,"549 Castaneda Plains Suite 644
South Courtneystad, NY 22199",NY,22199,1995-09-08,27,807.0,48.79,female,mechanic,30,FIXED,0
10317,Margaret Davis,Margaret,Davis,"01592 Jones Station Suite 454
Wallstad, AR 91885",AR,91885,1965-09-29,57,504.0,55.41,female,lawyer,30,FIXED,1
10318,Kyle Santos,Kyle,Santos,"92089 Vazquez Drive Apt. 143
Donaldshire, OK 29898",OK,29898,1952-04-10,71,350.0,72.73,female,librarian,15,FIXED,1
10319,Jennifer Guerrero,Jennifer,Guerrero,"276 Charles Stravenue
East Jacksonchester, NC 87890",NC,87890,1950-10-29,72,709.0,60.45,female,mason,30,FIXED,0
10320,Kayla Ferguson,Kayla,Ferguson,"16140 Garcia Way
Beardfurt, WI 48789",WI,48789,1967-02-08,56,649.0,48.08,female,plumber,30,FIXED,0
10321,Tammy Hernandez,Tammy,Hernandez,"73698 Reed Meadows Apt. 661
West Lydiabury, DC 86681",DC,86681,1977-08-18,45,769.0,63.52,female,dentist,30,FIXED,0
10322,Kendra Mendoza,Kendra,Mendoza,"3004 Roger Route
Matthewbury, OR 44146",OR,44146,1957-02-17,66,687.0,46.62,female,plumber,30,FIXED,0
10323,Edward Hanson,Edward,Hanson,"364 Curtis Squares Apt. 374
Linshire, PA 13983",PA,13983,1979-09-24,43,517.0,78.83,male,salesman,30,FIXED,1
10324,James Fuller,James,Fuller,"7922 Jarvis Corners Apt. 917
North Lindafort, CO 63267",CO,63267,1990-06-28,32,803.0,26.3,male,fireman,30,FIXED,0
10325,Joe Roman,Joe,Roman,"7885 Rebecca Harbor Apt. 944
North Joanne, CA 50873",CA,50873,1974-01-06,49,581.0,73.64,male,lawyer,30,FIXED,0
